,iata_departure,iata_arrival,seats,airline,group_col
524,POO,PLU,,ACN,"('PLU', 'POO')"
525,POO,VAG,9.0,ACN,"('POO', 'VAG')"
526,POO,PPY,9.0,ACN,"('POO', 'PPY')"
527,RAO,VAG,54.0,ACN,"('RAO', 'VAG')"
528,SJP,RAO,27.0,ACN,"('RAO', 'SJP')"
529,SJP,VAG,,ACN,"('SJP', 'VAG')"
530,VAG,PLU,99.0,ACN,"('PLU', 'VAG')"
531,AMJ,PLU,9.0,ACN,"('AMJ', 'PLU')"
532,AMJ,DTI,9.0,ACN,"('AMJ', 'DTI')"
536,DTI,PLU,36.0,ACN,"('DTI', 'PLU')"
537,DTI,AMJ,,ACN,"('AMJ', 'DTI')"
542,PTQ,BVS,108.0,ACN,"('BVS', 'PTQ')"
543,POJ,AAX,,ACN,"('AAX', 'POJ')"
544,POJ,PLU,90.0,ACN,"('PLU', 'POJ')"
549,TFL,PLU,288.0,ACN,"('PLU', 'TFL')"
558,BVS,BEL,108.0,ACN,"('BEL', 'BVS')"
559,GGF,PTQ,108.0,ACN,"('GGF', 'PTQ')"
560,GGF,BVS,,ACN,"('BVS', 'GGF')"
561,PPY,PLU,18.0,ACN,"('PLU', 'PPY')"
562,PPY,POO,9.0,ACN,"('POO', 'PPY')"
563,SXO,CGB,,ACN,"('CGB', 'SXO')"
564,SXO,GGB,90.0,ACN,"('GGB', 'SXO')"
565,GGB,CGB,99.0,ACN,"('CGB', 'GGB')"
566,GGB,SXO,90.0,ACN,"('GGB', 'SXO')"
567,JIA,CGB,,ACN,"('CGB', 'JIA')"
568,JIA,TGQ,81.0,ACN,"('JIA', 'TGQ')"
569,MBZ,MAO,108.0,ACN,"('MAO', 'MBZ')"
570,PIN,MBZ,108.0,ACN,"('MBZ', 'PIN')"
571,TGQ,CGB,81.0,ACN,"('CGB', 'TGQ')"
573,TGQ,JIA,72.0,ACN,"('JIA', 'TGQ')"
574,BEL,MEU,126.0,ACN,"('BEL', 'MEU')"
575,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
576,BEL,BVS,,ACN,"('BEL', 'BVS')"
577,BEL,GGF,,ACN,"('BEL', 'GGF')"
578,PLU,GVR,117.0,ACN,"('GVR', 'PLU')"
579,PLU,IPN,99.0,ACN,"('IPN', 'PLU')"
581,PLU,DTI,45.0,ACN,"('DTI', 'PLU')"
583,PLU,POJ,117.0,ACN,"('PLU', 'POJ')"
584,PLU,TFL,270.0,ACN,"('PLU', 'TFL')"
586,CGB,SXO,,ACN,"('CGB', 'SXO')"
587,CGB,GGB,99.0,ACN,"('CGB', 'GGB')"
588,CGB,JIA,9.0,ACN,"('CGB', 'JIA')"
589,CGB,TGQ,90.0,ACN,"('CGB', 'TGQ')"
590,MAO,MBZ,,ACN,"('MAO', 'MBZ')"
591,MAO,PIN,126.0,ACN,"('MAO', 'PIN')"
592,GVR,PLU,126.0,ACN,"('GVR', 'PLU')"
593,IPN,PLU,81.0,ACN,"('IPN', 'PLU')"
594,MEU,PTQ,9.0,ACN,"('MEU', 'PTQ')"
595,MEU,BVS,,ACN,"('BVS', 'MEU')"
596,MEU,GGF,117.0,ACN,"('GGF', 'MEU')"
597,RAO,VAG,36.0,ACN,"('RAO', 'VAG')"
598,VAG,PLU,108.0,ACN,"('PLU', 'VAG')"
601,DTI,PLU,45.0,ACN,"('DTI', 'PLU')"
605,PTQ,BEL,9.0,ACN,"('BEL', 'PTQ')"
606,PTQ,BVS,117.0,ACN,"('BVS', 'PTQ')"
607,POJ,PLU,108.0,ACN,"('PLU', 'POJ')"
608,TFL,PLU,243.0,ACN,"('PLU', 'TFL')"
609,TFL,IPN,27.0,ACN,"('IPN', 'TFL')"
612,BVS,BEL,117.0,ACN,"('BEL', 'BVS')"
613,GGF,PTQ,117.0,ACN,"('GGF', 'PTQ')"
614,GGF,BVS,,ACN,"('BVS', 'GGF')"
617,SXO,CGB,,ACN,"('CGB', 'SXO')"
618,SXO,GGB,99.0,ACN,"('GGB', 'SXO')"
619,GGB,CGB,99.0,ACN,"('CGB', 'GGB')"
620,GGB,SXO,99.0,ACN,"('GGB', 'SXO')"
621,JIA,CGB,,ACN,"('CGB', 'JIA')"
622,JIA,TGQ,90.0,ACN,"('JIA', 'TGQ')"
623,MBZ,MAO,126.0,ACN,"('MAO', 'MBZ')"
624,PIN,MBZ,126.0,ACN,"('MBZ', 'PIN')"
625,TGQ,CGB,99.0,ACN,"('CGB', 'TGQ')"
626,TGQ,JIA,90.0,ACN,"('JIA', 'TGQ')"
627,BEL,MEU,108.0,ACN,"('BEL', 'MEU')"
628,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
629,BEL,BVS,,ACN,"('BEL', 'BVS')"
630,BEL,GGF,,ACN,"('BEL', 'GGF')"
631,PLU,PLU,,ACN,"('PLU', 'PLU')"
632,PLU,GVR,36.0,ACN,"('GVR', 'PLU')"
633,PLU,IPN,81.0,ACN,"('IPN', 'PLU')"
635,PLU,DTI,27.0,ACN,"('DTI', 'PLU')"
637,PLU,POJ,99.0,ACN,"('PLU', 'POJ')"
638,PLU,TFL,189.0,ACN,"('PLU', 'TFL')"
640,CGB,SXO,,ACN,"('CGB', 'SXO')"
641,CGB,GGB,90.0,ACN,"('CGB', 'GGB')"
642,CGB,JIA,9.0,ACN,"('CGB', 'JIA')"
643,CGB,TGQ,72.0,ACN,"('CGB', 'TGQ')"
644,MAO,MBZ,,ACN,"('MAO', 'MBZ')"
645,MAO,PIN,99.0,ACN,"('MAO', 'PIN')"
646,GVR,PLU,90.0,ACN,"('GVR', 'PLU')"
647,GVR,IPN,36.0,ACN,"('GVR', 'IPN')"
649,IPN,PLU,45.0,ACN,"('IPN', 'PLU')"
650,IPN,GVR,81.0,ACN,"('GVR', 'IPN')"
652,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
653,MEU,BVS,,ACN,"('BVS', 'MEU')"
654,MEU,GGF,108.0,ACN,"('GGF', 'MEU')"
655,RAO,VAG,36.0,ACN,"('RAO', 'VAG')"
656,VAG,PLU,99.0,ACN,"('PLU', 'VAG')"
659,DTI,PLU,63.0,ACN,"('DTI', 'PLU')"
663,PTQ,BVS,108.0,ACN,"('BVS', 'PTQ')"
664,POJ,PLU,99.0,ACN,"('PLU', 'POJ')"
665,TFL,PLU,189.0,ACN,"('PLU', 'TFL')"
666,TFL,IPN,9.0,ACN,"('IPN', 'TFL')"
669,BVS,BEL,108.0,ACN,"('BEL', 'BVS')"
670,GGF,PTQ,108.0,ACN,"('GGF', 'PTQ')"
671,GGF,BVS,,ACN,"('BVS', 'GGF')"
672,SXO,CGB,,ACN,"('CGB', 'SXO')"
673,SXO,GGB,90.0,ACN,"('GGB', 'SXO')"
674,GGB,CGB,90.0,ACN,"('CGB', 'GGB')"
675,GGB,SXO,90.0,ACN,"('GGB', 'SXO')"
676,JIA,CGB,,ACN,"('CGB', 'JIA')"
677,JIA,TGQ,81.0,ACN,"('JIA', 'TGQ')"
678,MBZ,MAO,99.0,ACN,"('MAO', 'MBZ')"
679,PIN,MBZ,99.0,ACN,"('MBZ', 'PIN')"
680,TGQ,CGB,81.0,ACN,"('CGB', 'TGQ')"
681,TGQ,JIA,72.0,ACN,"('JIA', 'TGQ')"
682,BEL,MEU,126.0,ACN,"('BEL', 'MEU')"
683,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
684,BEL,BVS,,ACN,"('BEL', 'BVS')"
685,BEL,GGF,,ACN,"('BEL', 'GGF')"
686,PLU,TFL,198.0,ACN,"('PLU', 'TFL')"
687,CGB,SXO,,ACN,"('CGB', 'SXO')"
688,CGB,GGB,99.0,ACN,"('CGB', 'GGB')"
689,CGB,JIA,9.0,ACN,"('CGB', 'JIA')"
690,CGB,TGQ,99.0,ACN,"('CGB', 'TGQ')"
691,MAO,MBZ,45.0,ACN,"('MAO', 'MBZ')"
692,MAO,PIN,81.0,ACN,"('MAO', 'PIN')"
693,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
694,MEU,BVS,,ACN,"('BVS', 'MEU')"
695,MEU,GGF,126.0,ACN,"('GGF', 'MEU')"
696,PTQ,BVS,126.0,ACN,"('BVS', 'PTQ')"
697,TFL,PLU,189.0,ACN,"('PLU', 'TFL')"
698,BVS,BEL,126.0,ACN,"('BEL', 'BVS')"
699,GGF,PTQ,126.0,ACN,"('GGF', 'PTQ')"
700,GGF,BVS,,ACN,"('BVS', 'GGF')"
701,SXO,CGB,,ACN,"('CGB', 'SXO')"
702,SXO,GGB,99.0,ACN,"('GGB', 'SXO')"
703,GGB,CGB,99.0,ACN,"('CGB', 'GGB')"
704,GGB,SXO,99.0,ACN,"('GGB', 'SXO')"
705,JIA,CGB,9.0,ACN,"('CGB', 'JIA')"
706,JIA,TGQ,99.0,ACN,"('JIA', 'TGQ')"
707,MBZ,MAO,81.0,ACN,"('MAO', 'MBZ')"
708,MBZ,PIN,45.0,ACN,"('MBZ', 'PIN')"
709,PIN,MAO,45.0,ACN,"('MAO', 'PIN')"
710,PIN,MBZ,81.0,ACN,"('MBZ', 'PIN')"
711,TGQ,CGB,99.0,ACN,"('CGB', 'TGQ')"
712,TGQ,JIA,99.0,ACN,"('JIA', 'TGQ')"
713,BEL,MEU,108.0,ACN,"('BEL', 'MEU')"
714,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
715,BEL,BVS,,ACN,"('BEL', 'BVS')"
716,BEL,GGF,,ACN,"('BEL', 'GGF')"
717,PLU,GVR,9.0,ACN,"('GVR', 'PLU')"
718,PLU,TFL,189.0,ACN,"('PLU', 'TFL')"
719,CGB,SXO,,ACN,"('CGB', 'SXO')"
720,CGB,GGB,99.0,ACN,"('CGB', 'GGB')"
721,CGB,JIA,,ACN,"('CGB', 'JIA')"
722,CGB,TGQ,99.0,ACN,"('CGB', 'TGQ')"
723,MAO,MBZ,99.0,ACN,"('MAO', 'MBZ')"
724,MAO,PIN,,ACN,"('MAO', 'PIN')"
725,GVR,PLU,9.0,ACN,"('GVR', 'PLU')"
726,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
727,MEU,BVS,,ACN,"('BVS', 'MEU')"
728,MEU,GGF,108.0,ACN,"('GGF', 'MEU')"
729,PTQ,BVS,108.0,ACN,"('BVS', 'PTQ')"
730,TFL,PLU,189.0,ACN,"('PLU', 'TFL')"
731,BVS,BEL,108.0,ACN,"('BEL', 'BVS')"
732,GGF,PTQ,108.0,ACN,"('GGF', 'PTQ')"
733,GGF,BVS,,ACN,"('BVS', 'GGF')"
734,SXO,CGB,,ACN,"('CGB', 'SXO')"
735,SXO,GGB,99.0,ACN,"('GGB', 'SXO')"
736,GGB,CGB,99.0,ACN,"('CGB', 'GGB')"
737,GGB,SXO,99.0,ACN,"('GGB', 'SXO')"
738,JIA,CGB,,ACN,"('CGB', 'JIA')"
739,JIA,TGQ,99.0,ACN,"('JIA', 'TGQ')"
740,MBZ,MAO,9.0,ACN,"('MAO', 'MBZ')"
741,MBZ,PIN,90.0,ACN,"('MBZ', 'PIN')"
742,PIN,MAO,90.0,ACN,"('MAO', 'PIN')"
743,TGQ,CGB,99.0,ACN,"('CGB', 'TGQ')"
744,TGQ,JIA,99.0,ACN,"('JIA', 'TGQ')"
745,BEL,MEU,117.0,ACN,"('BEL', 'MEU')"
746,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
747,BEL,BVS,,ACN,"('BEL', 'BVS')"
748,BEL,GGF,,ACN,"('BEL', 'GGF')"
749,BGX,POA,81.0,ACN,"('BGX', 'POA')"
750,CGB,SXO,,ACN,"('CGB', 'SXO')"
751,CGB,GGB,99.0,ACN,"('CGB', 'GGB')"
752,CGB,JIA,,ACN,"('CGB', 'JIA')"
753,CGB,TGQ,81.0,ACN,"('CGB', 'TGQ')"
754,MAO,MAO,9.0,ACN,"('MAO', 'MAO')"
755,MAO,MBZ,99.0,ACN,"('MAO', 'MBZ')"
756,MAO,PIN,9.0,ACN,"('MAO', 'PIN')"
757,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
758,MEU,BVS,,ACN,"('BVS', 'MEU')"
759,MEU,GGF,117.0,ACN,"('GGF', 'MEU')"
760,POA,BGX,81.0,ACN,"('BGX', 'POA')"
761,POA,SRA,54.0,ACN,"('POA', 'SRA')"
762,PTQ,BVS,117.0,ACN,"('BVS', 'PTQ')"
763,TFL,PLU,9.0,ACN,"('PLU', 'TFL')"
764,BVS,BEL,117.0,ACN,"('BEL', 'BVS')"
765,GGF,PTQ,117.0,ACN,"('GGF', 'PTQ')"
766,GGF,BVS,,ACN,"('BVS', 'GGF')"
767,SRA,POA,54.0,ACN,"('POA', 'SRA')"
768,SXO,CGB,,ACN,"('CGB', 'SXO')"
769,SXO,GGB,99.0,ACN,"('GGB', 'SXO')"
770,GGB,CGB,99.0,ACN,"('CGB', 'GGB')"
771,GGB,SXO,99.0,ACN,"('GGB', 'SXO')"
772,JIA,CGB,,ACN,"('CGB', 'JIA')"
773,JIA,TGQ,81.0,ACN,"('JIA', 'TGQ')"
774,MBZ,MAO,18.0,ACN,"('MAO', 'MBZ')"
775,MBZ,PIN,90.0,ACN,"('MBZ', 'PIN')"
776,PIN,MAO,90.0,ACN,"('MAO', 'PIN')"
777,PIN,MBZ,9.0,ACN,"('MBZ', 'PIN')"
778,TGQ,CGB,81.0,ACN,"('CGB', 'TGQ')"
779,TGQ,JIA,81.0,ACN,"('JIA', 'TGQ')"
780,BEL,MEU,117.0,ACN,"('BEL', 'MEU')"
781,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
782,BEL,BVS,,ACN,"('BEL', 'BVS')"
783,BEL,GGF,,ACN,"('BEL', 'GGF')"
784,BGX,POA,189.0,ACN,"('BGX', 'POA')"
785,CWB,CWB,9.0,ACN,"('CWB', 'CWB')"
786,CWB,LDB,18.0,ACN,"('CWB', 'LDB')"
787,CWB,CKO,,ACN,"('CKO', 'CWB')"
789,CWB,FBE,,ACN,"('CWB', 'FBE')"
790,CWB,QGA,45.0,ACN,"('CWB', 'QGA')"
791,CWB,CBW,27.0,ACN,"('CBW', 'CWB')"
792,CWB,APX,36.0,ACN,"('APX', 'CWB')"
793,CWB,PNG,99.0,ACN,"('CWB', 'PNG')"
794,CWB,PVI,27.0,ACN,"('CWB', 'PVI')"
797,CGB,SXO,,ACN,"('CGB', 'SXO')"
798,CGB,GGB,99.0,ACN,"('CGB', 'GGB')"
799,CGB,JIA,9.0,ACN,"('CGB', 'JIA')"
800,CGB,TGQ,99.0,ACN,"('CGB', 'TGQ')"
801,MAO,MBZ,99.0,ACN,"('MAO', 'MBZ')"
802,MAO,PIN,,ACN,"('MAO', 'PIN')"
803,RRJ,CGH,108.0,ACN,"('CGH', 'RRJ')"
805,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
806,MEU,BVS,,ACN,"('BVS', 'MEU')"
807,MEU,GGF,117.0,ACN,"('GGF', 'MEU')"
808,POA,BGX,198.0,ACN,"('BGX', 'POA')"
809,POA,SRA,90.0,ACN,"('POA', 'SRA')"
810,CGH,RRJ,108.0,ACN,"('CGH', 'RRJ')"
811,CGH,FRC,72.0,ACN,"('CGH', 'FRC')"
813,FRC,CGH,72.0,ACN,"('CGH', 'FRC')"
815,PTQ,BVS,117.0,ACN,"('BVS', 'PTQ')"
816,BVS,BEL,117.0,ACN,"('BEL', 'BVS')"
817,GGF,PTQ,117.0,ACN,"('GGF', 'PTQ')"
818,GGF,BVS,,ACN,"('BVS', 'GGF')"
819,CKO,CWB,,ACN,"('CKO', 'CWB')"
822,FBE,CWB,,ACN,"('CWB', 'FBE')"
824,QGA,CWB,36.0,ACN,"('CWB', 'QGA')"
825,CBW,CWB,54.0,ACN,"('CBW', 'CWB')"
826,APX,CWB,36.0,ACN,"('APX', 'CWB')"
827,PNG,CWB,99.0,ACN,"('CWB', 'PNG')"
828,PVI,CWB,27.0,ACN,"('CWB', 'PVI')"
833,SRA,POA,90.0,ACN,"('POA', 'SRA')"
834,SXO,CGB,,ACN,"('CGB', 'SXO')"
835,SXO,GGB,99.0,ACN,"('GGB', 'SXO')"
836,GGB,CGB,99.0,ACN,"('CGB', 'GGB')"
837,GGB,SXO,99.0,ACN,"('GGB', 'SXO')"
838,JIA,CGB,,ACN,"('CGB', 'JIA')"
839,JIA,TGQ,108.0,ACN,"('JIA', 'TGQ')"
840,MBZ,PIN,99.0,ACN,"('MBZ', 'PIN')"
841,PIN,MAO,99.0,ACN,"('MAO', 'PIN')"
842,TGQ,CGB,108.0,ACN,"('CGB', 'TGQ')"
843,TGQ,JIA,99.0,ACN,"('JIA', 'TGQ')"
844,BEL,MEU,108.0,ACN,"('BEL', 'MEU')"
845,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
846,BEL,BVS,,ACN,"('BEL', 'BVS')"
847,BEL,GGF,,ACN,"('BEL', 'GGF')"
848,BGX,POA,225.0,ACN,"('BGX', 'POA')"
849,CWB,CWB,54.0,ACN,"('CWB', 'CWB')"
850,CWB,CKO,,ACN,"('CKO', 'CWB')"
852,CWB,FBE,18.0,ACN,"('CWB', 'FBE')"
853,CWB,QGA,99.0,ACN,"('CWB', 'QGA')"
854,CWB,CBW,135.0,ACN,"('CBW', 'CWB')"
855,CWB,APX,108.0,ACN,"('APX', 'CWB')"
856,CWB,PNG,180.0,ACN,"('CWB', 'PNG')"
857,CWB,PVI,99.0,ACN,"('CWB', 'PVI')"
860,CGB,SXO,,ACN,"('CGB', 'SXO')"
861,CGB,GGB,90.0,ACN,"('CGB', 'GGB')"
862,CGB,JIA,,ACN,"('CGB', 'JIA')"
863,CGB,TGQ,81.0,ACN,"('CGB', 'TGQ')"
864,MAO,MBZ,99.0,ACN,"('MAO', 'MBZ')"
865,MAO,PIN,,ACN,"('MAO', 'PIN')"
866,GIG,RRJ,0.0,ACN,"('GIG', 'RRJ')"
867,RRJ,RRJ,0.0,ACN,"('RRJ', 'RRJ')"
868,RRJ,CGH,468.0,ACN,"('CGH', 'RRJ')"
869,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
870,MEU,BVS,,ACN,"('BVS', 'MEU')"
871,MEU,GGF,108.0,ACN,"('GGF', 'MEU')"
872,POA,BGX,216.0,ACN,"('BGX', 'POA')"
873,POA,RIG,162.0,ACN,"('POA', 'RIG')"
874,POA,JBS,45.0,ACN,"('JBS', 'POA')"
875,POA,SRA,117.0,ACN,"('POA', 'SRA')"
876,CGH,GIG,18.0,ACN,"('CGH', 'GIG')"
877,CGH,RRJ,432.0,ACN,"('CGH', 'RRJ')"
878,CGH,SDU,18.0,ACN,"('CGH', 'SDU')"
879,CGH,FRC,378.0,ACN,"('CGH', 'FRC')"
881,FRC,CGH,378.0,ACN,"('CGH', 'FRC')"
882,RIG,POA,171.0,ACN,"('POA', 'RIG')"
884,PTQ,BVS,108.0,ACN,"('BVS', 'PTQ')"
885,BVS,BEL,108.0,ACN,"('BEL', 'BVS')"
886,GGF,PTQ,108.0,ACN,"('GGF', 'PTQ')"
887,GGF,BVS,,ACN,"('BVS', 'GGF')"
888,CKO,CWB,,ACN,"('CKO', 'CWB')"
891,FBE,CWB,9.0,ACN,"('CWB', 'FBE')"
893,QGA,CWB,108.0,ACN,"('CWB', 'QGA')"
894,CBW,CWB,153.0,ACN,"('CBW', 'CWB')"
895,APX,CWB,108.0,ACN,"('APX', 'CWB')"
896,PNG,CWB,180.0,ACN,"('CWB', 'PNG')"
897,PVI,CWB,99.0,ACN,"('CWB', 'PVI')"
898,JBS,POA,45.0,ACN,"('JBS', 'POA')"
903,SRA,POA,117.0,ACN,"('POA', 'SRA')"
904,SXO,CGB,,ACN,"('CGB', 'SXO')"
905,SXO,GGB,90.0,ACN,"('GGB', 'SXO')"
906,GGB,CGB,90.0,ACN,"('CGB', 'GGB')"
907,GGB,SXO,90.0,ACN,"('GGB', 'SXO')"
908,JIA,CGB,,ACN,"('CGB', 'JIA')"
909,JIA,TGQ,81.0,ACN,"('JIA', 'TGQ')"
910,MBZ,PIN,99.0,ACN,"('MBZ', 'PIN')"
911,PIN,MAO,99.0,ACN,"('MAO', 'PIN')"
912,TGQ,CGB,81.0,ACN,"('CGB', 'TGQ')"
913,TGQ,JIA,81.0,ACN,"('JIA', 'TGQ')"
914,BEL,MEU,99.0,ACN,"('BEL', 'MEU')"
915,BEL,PTQ,,ACN,"('BEL', 'PTQ')"
916,BEL,BVS,,ACN,"('BEL', 'BVS')"
917,BEL,GGF,,ACN,"('BEL', 'GGF')"
918,BGX,POA,234.0,ACN,"('BGX', 'POA')"
919,CWB,CWB,27.0,ACN,"('CWB', 'CWB')"
920,CWB,POA,0.0,ACN,"('CWB', 'POA')"
921,CWB,CKO,,ACN,"('CKO', 'CWB')"
923,CWB,FBE,18.0,ACN,"('CWB', 'FBE')"
924,CWB,QGA,108.0,ACN,"('CWB', 'QGA')"
925,CWB,CBW,153.0,ACN,"('CBW', 'CWB')"
926,CWB,APX,108.0,ACN,"('APX', 'CWB')"
927,CWB,PNG,171.0,ACN,"('CWB', 'PNG')"
928,CWB,PVI,108.0,ACN,"('CWB', 'PVI')"
931,CGB,CFO,,ACN,"('CFO', 'CGB')"
932,CGB,SXO,,ACN,"('CGB', 'SXO')"
933,CGB,GGB,90.0,ACN,"('CGB', 'GGB')"
934,CGB,JIA,,ACN,"('CGB', 'JIA')"
935,CGB,TGQ,90.0,ACN,"('CGB', 'TGQ')"
936,MAO,MBZ,81.0,ACN,"('MAO', 'MBZ')"
937,MAO,PIN,27.0,ACN,"('MAO', 'PIN')"
938,GIG,CGH,0.0,ACN,"('CGH', 'GIG')"
939,QDV,RRJ,9.0,ACN,"('QDV', 'RRJ')"
940,QDV,SDU,9.0,ACN,"('QDV', 'SDU')"
941,QDV,CGH,0.0,ACN,"('CGH', 'QDV')"
942,QDV,FRC,0.0,ACN,"('FRC', 'QDV')"
943,RRJ,CGH,486.0,ACN,"('CGH', 'RRJ')"
944,MEU,PTQ,,ACN,"('MEU', 'PTQ')"
945,MEU,BVS,,ACN,"('BVS', 'MEU')"
946,MEU,GGF,99.0,ACN,"('GGF', 'MEU')"
947,POA,BGX,234.0,ACN,"('BGX', 'POA')"
948,POA,POA,18.0,ACN,"('POA', 'POA')"
949,POA,PFB,144.0,ACN,"('PFB', 'POA')"
950,POA,RIG,225.0,ACN,"('POA', 'RIG')"
951,POA,JBS,135.0,ACN,"('JBS', 'POA')"
952,POA,SRA,162.0,ACN,"('POA', 'SRA')"
953,POA,RVY,90.0,ACN,"('POA', 'RVY')"
954,PFB,POA,144.0,ACN,"('PFB', 'POA')"
955,SDU,CGH,9.0,ACN,"('CGH', 'SDU')"
956,CGH,GIG,9.0,ACN,"('CGH', 'GIG')"
957,CGH,QDV,9.0,ACN,"('CGH', 'QDV')"
958,CGH,RRJ,459.0,ACN,"('CGH', 'RRJ')"
959,CGH,SDU,9.0,ACN,"('CGH', 'SDU')"
960,CGH,FRC,360.0,ACN,"('CGH', 'FRC')"
962,FRC,QDV,0.0,ACN,"('FRC', 'QDV')"
963,FRC,CGH,378.0,ACN,"('CGH', 'FRC')"
964,RIG,POA,225.0,ACN,"('POA', 'RIG')"
967,PTQ,BVS,99.0,ACN,"('BVS', 'PTQ')"
968,BVS,BEL,99.0,ACN,"('BEL', 'BVS')"
969,GGF,PTQ,99.0,ACN,"('GGF', 'PTQ')"
970,GGF,BVS,,ACN,"('BVS', 'GGF')"
971,CKO,CWB,,ACN,"('CKO', 'CWB')"
974,FBE,CWB,,ACN,"('CWB', 'FBE')"
976,QGA,CWB,99.0,ACN,"('CWB', 'QGA')"
977,CBW,CWB,153.0,ACN,"('CBW', 'CWB')"
979,APX,CWB,108.0,ACN,"('APX', 'CWB')"
982,PNG,CWB,171.0,ACN,"('CWB', 'PNG')"
983,PVI,CWB,108.0,ACN,"('CWB', 'PVI')"
984,JBS,POA,135.0,ACN,"('JBS', 'POA')"
989,SRA,POA,162.0,ACN,"('POA', 'SRA')"
990,RVY,POA,90.0,ACN,"('POA', 'RVY')"
991,SXO,CGB,,ACN,"('CGB', 'SXO')"
992,SXO,GGB,81.0,ACN,"('GGB', 'SXO')"
993,GGB,CGB,90.0,ACN,"('CGB', 'GGB')"
994,GGB,CFO,9.0,ACN,"('CFO', 'GGB')"
995,GGB,SXO,81.0,ACN,"('GGB', 'SXO')"
996,JIA,CGB,,ACN,"('CGB', 'JIA')"
997,JIA,TGQ,81.0,ACN,"('JIA', 'TGQ')"
998,MBZ,MAO,27.0,ACN,"('MAO', 'MBZ')"
999,MBZ,PIN,81.0,ACN,"('MBZ', 'PIN')"
1000,PIN,MAO,81.0,ACN,"('MAO', 'PIN')"
1001,PIN,MBZ,27.0,ACN,"('MBZ', 'PIN')"
1002,TGQ,CGB,90.0,ACN,"('CGB', 'TGQ')"
1003,TGQ,JIA,90.0,ACN,"('JIA', 'TGQ')"
1004,CGN,GIG,,ADB,"('CGN', 'GIG')"
1005,CGN,NAT,,ADB,"('CGN', 'NAT')"
1006,DSS,GIG,,ADB,"('DSS', 'GIG')"
1007,DSS,NAT,0.0,ADB,"('DSS', 'NAT')"
1008,AGP,GIG,,ADB,"('AGP', 'GIG')"
1009,AGP,NAT,,ADB,"('AGP', 'NAT')"
1010,NAT,GIG,0.0,ADB,"('GIG', 'NAT')"
1011,MAD,GRU,8372.0,AEA,"('GRU', 'MAD')"
1012,MAD,REC,299.0,AEA,"('MAD', 'REC')"
1013,MAD,REC,2691.0,AEA,"('MAD', 'REC')"
1014,MAD,SSA,3289.0,AEA,"('MAD', 'SSA')"
1015,GRU,MAD,8372.0,AEA,"('GRU', 'MAD')"
1016,REC,MAD,2392.0,AEA,"('MAD', 'REC')"
1017,SSA,MAD,3289.0,AEA,"('MAD', 'SSA')"
1018,MAD,GRU,8406.0,AEA,"('GRU', 'MAD')"
1019,MAD,REC,2392.0,AEA,"('MAD', 'REC')"
1020,MAD,SSA,3588.0,AEA,"('MAD', 'SSA')"
1021,GRU,MAD,8406.0,AEA,"('GRU', 'MAD')"
1022,REC,MAD,2392.0,AEA,"('MAD', 'REC')"
1023,SSA,MAD,3588.0,AEA,"('MAD', 'SSA')"
1024,MAD,GRU,9473.0,AEA,"('GRU', 'MAD')"
1025,MAD,REC,2691.0,AEA,"('MAD', 'REC')"
1026,MAD,SSA,3887.0,AEA,"('MAD', 'SSA')"
1027,GRU,MAD,9439.0,AEA,"('GRU', 'MAD')"
1028,REC,MAD,897.0,AEA,"('MAD', 'REC')"
1029,REC,MAD,1794.0,AEA,"('MAD', 'REC')"
1030,SSA,MAD,3887.0,AEA,"('MAD', 'SSA')"
1031,MAD,GRU,299.0,AEA,"('GRU', 'MAD')"
1032,MAD,GRU,8705.0,AEA,"('GRU', 'MAD')"
1033,MAD,REC,2691.0,AEA,"('MAD', 'REC')"
1034,MAD,SSA,3887.0,AEA,"('MAD', 'SSA')"
1035,GRU,MAD,666.0,AEA,"('GRU', 'MAD')"
1036,GRU,MAD,8814.0,AEA,"('GRU', 'MAD')"
1037,REC,MAD,299.0,AEA,"('MAD', 'REC')"
1038,REC,MAD,2392.0,AEA,"('MAD', 'REC')"
1039,SSA,MAD,3887.0,AEA,"('MAD', 'SSA')"
1040,MAD,GRU,598.0,AEA,"('GRU', 'MAD')"
1041,MAD,GRU,8697.0,AEA,"('GRU', 'MAD')"
1042,MAD,REC,3289.0,AEA,"('MAD', 'REC')"
1043,MAD,SSA,3588.0,AEA,"('MAD', 'SSA')"
1044,GRU,MAD,595.0,AEA,"('GRU', 'MAD')"
1045,GRU,MAD,8737.0,AEA,"('GRU', 'MAD')"
1046,REC,MAD,3378.0,AEA,"('MAD', 'REC')"
1047,SSA,MAD,3588.0,AEA,"('MAD', 'SSA')"
1048,MAD,GRU,9129.0,AEA,"('GRU', 'MAD')"
